Day,Time,Student,Activity
115,10:59:10,A060,Viewed the feedback on the final exam
115,10:59:24,A001,Viewed the feedback on the final exam
115,11:00:00,A104,Viewed the feedback on the final exam
115,11:00:04,A041,Viewed the feedback on the final exam
115,11:00:15,A060,Viewed the feedback on the midterm exam
115,11:01:05,A041,Viewed the feedback on Homework 10 in Estonian
115,11:01:16,A041,Viewed the feedback on Homework 11 in Estonian
115,11:01:31,A070,Viewed Week 15 study materials in Estonian
115,11:01:46,A095,Viewed the feedback on the midterm exam
115,11:02:36,A015,Viewed the feedback on Homework 11 in Estonian
115,11:02:51,A095,Viewed the feedback on the midterm exam
115,11:04:50,A095,Viewed the feedback on the midterm exam
115,11:04:57,A027,Viewed the feedback on Homework 10 in English
115,11:05:03,A027,Viewed the feedback on Homework 10 in English
115,11:05:08,A027,Viewed the feedback on Homework 11 in English
115,11:05:43,A060,Started Homework 12 in Estonian
115,11:06:53,A097,Viewed sample solutions of the final exam
115,11:07:38,A095,Viewed the feedback on Homework 10 in Estonian
115,11:08:00,A095,Viewed the feedback on Homework 11 in Estonian
115,11:10:18,A070,Viewed the course information page
115,11:12:11,A101,Viewed the feedback on Homework 11 in Estonian
115,11:12:14,A060,Viewed the feedback on the midterm exam
115,11:12:52,A070,Viewed Week 14 study materials in Estonian
115,11:12:56,A015,Viewed the feedback on Homework 11 in Estonian
115,11:13:23,A060,Viewed the feedback on the midterm exam
115,11:14:53,A101,Viewed the feedback on Homework 11 in Estonian
115,11:16:40,A004,Viewed the feedback on Homework 11 in Estonian
115,11:20:40,A080,Viewed the feedback on Homework 11 in English
115,11:28:10,A005,Viewed the course information page
115,11:30:06,A023,Viewed the feedback on Homework 10 in Estonian
115,11:30:27,A023,Viewed the feedback on Homework 11 in Estonian
115,11:35:06,A070,Viewed sample solutions of Homework 10
115,11:45:10,A026,Viewed the course information page
115,11:47:35,A026,Watched Week 1 lecture recording
115,12:07:24,A067,Viewed the feedback on Homework 10 in Estonian
115,12:15:15,A041,Viewed the feedback on Homework 11 in Estonian
115,12:16:31,A041,Viewed the feedback on Homework 10 in Estonian
115,12:18:04,A020,Viewed the feedback on Homework 11 in Estonian
115,12:18:47,A020,Viewed the feedback on the midterm exam
115,12:30:53,A058,Viewed the feedback on Homework 10 in Estonian
115,12:55:44,A039,Viewed the feedback on Homework 11 in Estonian
115,12:56:20,A039,Viewed the feedback on Homework 10 in Estonian
115,12:56:34,A066,Viewed the feedback on Homework 10 in Estonian
115,13:18:48,A028,Viewed the feedback on Homework 11 in English
115,13:18:56,A028,Viewed the feedback on Homework 11 in Estonian
115,13:22:04,A065,Viewed the feedback on Homework 11 in Estonian
115,13:22:04,A065,Viewed the feedback on Homework 11 in Estonian
115,13:23:08,A058,Viewed the feedback on Homework 11 in Estonian
115,13:42:28,A088,Viewed the course information page
115,13:42:52,A005,Viewed the feedback on Homework 11 in Estonian
115,13:56:40,A094,Read a post in the announcements forum
115,13:58:37,A001,Viewed the feedback on Homework 11 in Estonian
115,13:58:45,A068,Viewed the feedback on Homework 11 in English
115,14:01:23,A048,Viewed Week 11 study materials in Estonian
115,14:04:05,A005,Viewed the feedback on the midterm exam
115,14:04:17,A072,Viewed the feedback on Homework 11 in Estonian
115,14:04:47,A052,Viewed the feedback on Homework 11 in Estonian
115,14:11:23,A001,Viewed the feedback on Homework 11 in Estonian
115,14:36:04,A101,Viewed the feedback on Homework 10 in Estonian
115,14:37:14,A101,Viewed the feedback on Homework 11 in Estonian
115,14:45:04,A091,Viewed the feedback on the midterm exam
115,14:53:31,A019,Viewed the feedback on Homework 11 in Estonian
115,14:56:00,A066,Started Homework 12 in Estonian
115,14:57:31,A101,Viewed the feedback on Homework 11 in Estonian
115,14:57:57,A051,Viewed the feedback on Homework 11 in Estonian
115,15:05:29,A065,Viewed the course information page
115,15:09:10,A098,Viewed the feedback on the midterm exam
115,15:19:58,A006,Viewed the feedback on Homework 10 in Estonian
115,15:23:14,A048,Watched Week 12 lecture recording
115,15:24:01,A041,Viewed the feedback on Homework 10 in Estonian
115,15:26:46,A006,Viewed the feedback on Homework 10 in Estonian
115,15:27:20,A006,Viewed the feedback on Homework 10 in Estonian
115,15:28:21,A006,Viewed the feedback on Homework 10 in Estonian
115,15:29:21,A006,Viewed the feedback on Homework 10 in Estonian
115,15:30:22,A006,Viewed the feedback on Homework 10 in Estonian
115,15:31:22,A006,Viewed the feedback on Homework 10 in Estonian
115,15:32:23,A006,Viewed the feedback on Homework 10 in Estonian
115,15:33:23,A006,Viewed the feedback on Homework 10 in Estonian
115,15:34:24,A006,Viewed the feedback on Homework 10 in Estonian
115,15:35:24,A006,Viewed the feedback on Homework 10 in Estonian
115,15:46:42,A101,Viewed the feedback on Homework 11 in Estonian
115,16:14:08,A017,Started Homework 12 in English
115,16:55:43,A016,Viewed the feedback on the midterm exam
115,16:58:20,A101,Viewed the feedback on the final exam
115,17:03:52,A016,Viewed retake midterm exam tasks after the exam in Estonian
115,17:04:16,A016,Viewed the feedback on the final exam
115,17:07:27,A016,Viewed first final exam tasks after the exam in Estonian
115,17:07:33,A016,Viewed sample solutions of the final exam
115,17:08:35,A016,Viewed sample solutions of Homework 10
115,17:08:51,A016,Viewed sample solutions of Homework 8
115,17:09:13,A016,Viewed sample solutions of Homework 11
115,17:20:24,A024,Viewed the feedback on Homework 11 in Estonian
115,17:30:58,A067,Viewed the feedback on Homework 11 in Estonian
115,17:31:38,A067,Viewed the feedback on Homework 10 in Estonian
115,17:32:42,A067,Viewed the feedback on Homework 11 in Estonian
115,17:40:27,A016,Viewed the feedback on the midterm exam
115,17:56:27,A064,Viewed the feedback on Homework 11 in Estonian
115,17:56:35,A064,Viewed the feedback on Homework 11 in Estonian
115,17:56:47,A064,Viewed sample solutions of Homework 11
115,17:57:15,A064,Viewed the feedback on Homework 11 in Estonian
115,18:00:25,A064,Viewed Week 14 study materials in Estonian
115,18:07:25,A031,Viewed the feedback on Homework 11 in Estonian
115,18:09:25,A064,Viewed sample solutions of Homework 11
115,18:15:55,A039,Viewed the feedback on Homework 10 in Estonian
115,18:16:11,A039,Viewed the feedback on Homework 11 in Estonian
115,18:45:44,A027,Viewed the feedback on Homework 10 in English
115,18:45:49,A027,Viewed the feedback on Homework 11 in English
115,18:54:45,A052,Viewed the feedback on Homework 10 in Estonian
115,19:06:44,A019,Viewed the course information page
115,19:07:14,A019,Viewed Week 1 lecture slides
115,19:51:42,A032,Viewed the feedback on Homework 11 in Estonian
115,19:51:56,A032,Viewed the feedback on Homework 11 in English
115,20:10:43,A011,Viewed the feedback on the midterm exam
115,20:17:48,A045,Viewed the feedback on the final exam
115,20:20:14,A103,Viewed the feedback on the final exam
115,20:21:13,A056,Viewed the feedback on the final exam
115,20:21:25,A006,Viewed the feedback on the final exam
115,20:21:31,A045,Viewed the feedback on the midterm exam
115,20:21:53,A041,Viewed the feedback on the final exam
115,20:22:00,A052,Viewed the feedback on Homework 11 in Estonian
115,20:22:45,A033,Viewed the feedback on the final exam
115,20:22:46,A022,Viewed the feedback on the final exam
115,20:23:13,A030,Viewed the feedback on the final exam
115,20:23:50,A024,Viewed the feedback on the final exam
115,20:24:01,A022,Viewed the feedback on the midterm exam
115,20:24:12,A065,Viewed the feedback on the final exam
115,20:24:12,A065,Viewed the feedback on the final exam
115,20:26:09,A022,Viewed the feedback on the final exam
115,20:26:31,A065,Viewed the course information page
115,20:27:34,A020,Viewed the feedback on the final exam
115,20:31:02,A001,Viewed the feedback on the final exam
115,20:33:20,A041,Viewed the feedback on the final exam
115,20:34:22,A039,Viewed the feedback on the final exam
115,20:34:29,A009,Read a post in the announcements forum
115,20:34:32,A009,Read a post in the announcements forum
115,20:34:54,A009,Viewed the course information page
115,20:35:38,A005,Viewed the feedback on the final exam
115,20:35:55,A064,Viewed the feedback on the final exam
115,20:35:55,A043,Viewed the feedback on the final exam
115,20:36:09,A020,Viewed the feedback on the final exam
115,20:36:42,A077,Viewed the feedback on the final exam
115,20:37:01,A064,Viewed the feedback on the final exam
115,20:37:20,A041,Viewed the feedback on the final exam
115,20:37:58,A043,Viewed the feedback on the final exam
115,20:38:02,A031,Viewed the feedback on the final exam
115,20:38:35,A008,Viewed the feedback on Homework 10 in Estonian
115,20:40:32,A008,Viewed the feedback on Homework 11 in Estonian
115,20:40:42,A008,Viewed the feedback on the final exam
115,20:41:05,A058,Viewed the feedback on the final exam
115,20:41:17,A026,Viewed the feedback on the final exam
115,20:41:20,A019,Viewed the feedback on the midterm exam
115,20:41:59,A026,Viewed the feedback on Homework 5 in Estonian
115,20:42:42,A043,Viewed the feedback on Homework 11 in Estonian
115,20:43:12,A077,Viewed Week 13 study materials in English
115,20:43:20,A018,Viewed the feedback on the final exam
115,20:43:31,A077,Viewed Week 12 study materials in English
115,20:43:58,A077,Viewed Week 11 study materials in English
115,20:44:21,A020,Viewed Week 15 study materials in Estonian
115,20:44:38,A020,Viewed Week 15 lecture slides
115,20:44:40,A020,Viewed Week 15 study materials in Estonian
115,20:45:23,A043,Viewed the feedback on the final exam
115,20:45:47,A020,Viewed Week 15 lecture slides
115,20:45:49,A020,Viewed Week 15 lecture slides
115,20:46:13,A020,Viewed sample solutions of Homework 11
115,20:46:48,A018,Viewed the feedback on the final exam
115,20:46:57,A077,Viewed Week 11 study materials in English
115,20:46:59,A077,Viewed Week 12 study materials in English
115,20:47:01,A077,Viewed Week 13 study materials in English
115,20:47:04,A077,Viewed Week 14 study materials in English
115,20:47:06,A077,Viewed Week 15 study materials in English
115,20:47:13,A098,Viewed the feedback on the final exam
115,20:47:18,A020,Viewed Week 14 study materials in Estonian
115,20:47:26,A020,Viewed Week 14 lecture slides
115,20:48:17,A098,Viewed the feedback on Homework 11 in Estonian
115,20:49:34,A020,Viewed Week 14 study materials in English
115,20:49:46,A043,Viewed the feedback on Homework 9 in Estonian
115,20:49:58,A020,Viewed Week 15 study materials in English
115,20:50:12,A043,Viewed the feedback on Homework 8 in Estonian
115,20:53:33,A019,Viewed the feedback on the final exam
115,20:56:56,A051,Viewed the feedback on the final exam
115,20:57:39,A038,Viewed the feedback on the final exam
115,20:58:56,A038,Viewed the feedback on Homework 10 in English
115,21:07:26,A002,Viewed the feedback on the final exam
115,21:07:34,A027,Viewed the feedback on Homework 10 in English
115,21:07:43,A027,Viewed the feedback on Homework 11 in English
115,21:09:22,A002,Viewed the feedback on the midterm exam
115,21:09:31,A002,Viewed the feedback on the final exam
115,21:10:37,A043,Viewed the feedback on the final exam
115,21:12:19,A094,Viewed the feedback on the final exam
115,21:13:31,A020,Viewed the feedback on the final exam
115,21:14:57,A094,Viewed the feedback on the final exam
115,21:23:16,A077,Viewed Week 15 study materials in English
115,21:32:33,A077,Viewed the feedback on Homework 11 in English
115,21:34:00,A077,Viewed the feedback on Homework 11 in English
115,21:34:23,A077,Viewed the feedback on Homework 10 in English
115,21:34:47,A077,Viewed the feedback on Homework 11 in English
115,21:35:41,A041,Viewed the feedback on Homework 10 in Estonian
115,21:39:26,A097,Viewed the feedback on the final exam
115,21:43:03,A001,Viewed the feedback on the final exam
115,21:47:16,A096,Viewed the feedback on the final exam
115,21:48:57,A096,Viewed the feedback on Homework 10 in Estonian
115,21:49:40,A015,Viewed the feedback on the final exam
115,21:49:46,A043,Viewed the course information page
115,21:53:16,A015,Viewed the feedback on the final exam
115,21:59:58,A070,Viewed the feedback on Homework 11 in Estonian
115,22:00:08,A015,Viewed the feedback on the final exam
115,22:03:19,A094,Viewed the feedback on the final exam
115,22:09:55,A094,Viewed the feedback on the final exam
115,22:12:03,A056,Viewed the feedback on Homework 10 in English
115,22:20:45,A016,Viewed the feedback on the midterm exam
115,22:33:23,A094,Viewed sample solutions of Homework 1
115,22:33:25,A094,Viewed sample solutions of Homework 2
115,22:33:27,A094,Viewed sample solutions of Homework 3
115,22:33:29,A094,Viewed sample solutions of Homework 4
115,22:33:31,A094,Viewed sample solutions of Homework 5
115,22:33:33,A094,Viewed sample solutions of Homework 6
115,22:33:39,A094,Viewed sample solutions of the midterm exam
115,22:33:43,A094,Viewed sample solutions of Homework 7
115,22:33:46,A094,Viewed sample solutions of Homework 8
115,22:33:48,A094,Viewed sample solutions of Homework 9
115,22:33:49,A094,Viewed sample solutions of Homework 10
115,22:33:51,A094,Viewed sample solutions of Homework 11
115,22:33:54,A094,Viewed sample solutions of the final exam
115,22:34:07,A077,Viewed Week 14 study materials in English
115,22:39:29,A002,Viewed the feedback on Homework 11 in Estonian
115,22:39:35,A038,Submitted Homework 12 in English
115,22:40:44,A038,Viewed the feedback on the final exam
115,22:43:52,A004,Viewed the feedback on Homework 11 in Estonian
115,22:45:44,A060,Viewed the feedback on Homework 11 in Estonian
115,22:47:08,A002,Viewed the feedback on Homework 10 in Estonian
115,22:50:13,A060,Viewed the feedback on the final exam
115,22:51:47,A072,Viewed the feedback on the final exam
115,22:52:33,A039,Submitted Homework 12 in Estonian
115,22:55:45,A072,Started Homework 12 in English
115,22:59:20,A083,Viewed the feedback on the final exam
115,23:03:45,A061,Viewed first final exam tasks after the exam in Estonian
115,23:05:15,A060,Viewed the feedback on the final exam
115,23:05:43,A061,Viewed the feedback on Homework 11 in Estonian
115,23:06:07,A101,Viewed the feedback on Homework 11 in Estonian
115,23:14:12,A070,Viewed Week 15 lecture slides
115,23:15:57,A070,Viewed sample solutions of the final exam
115,23:16:16,A070,Viewed past years' exams
115,23:29:52,A101,Submitted Homework 12 in Estonian
116,00:01:52,A095,Viewed the feedback on the final exam
116,00:02:50,A095,Viewed the feedback on the final exam
116,00:03:11,A095,Viewed the feedback on the final exam
116,00:05:24,A095,Viewed sample solutions of the final exam
116,00:11:16,A095,Viewed the feedback on the midterm exam
116,00:13:07,A095,Viewed the feedback on the midterm exam
116,00:15:26,A096,Viewed the feedback on the final exam
116,00:19:25,A096,Started Homework 12 in Estonian
116,00:31:13,A070,Viewed Week 15 study materials in Estonian
116,00:37:23,A104,Viewed the feedback on the final exam
116,00:38:27,A027,Viewed the feedback on Homework 10 in English
116,00:39:09,A027,Viewed the feedback on Homework 10 in English
116,00:43:41,A027,Viewed the feedback on Homework 9 in English
116,00:43:55,A027,Viewed the feedback on Homework 10 in English
116,00:44:52,A070,Viewed sample solutions of the final exam
116,00:44:54,A070,Viewed past years' exams
116,00:54:25,A099,Viewed the feedback on Homework 11 in Estonian
116,01:51:56,A027,Viewed the feedback on Homework 11 in English
116,01:52:14,A027,Viewed sample solutions of Homework 11
116,01:53:13,A027,Viewed sample solutions of Homework 10
116,02:20:04,A070,Read a post in the announcements forum
116,02:39:38,A070,Read a post in the announcements forum
116,02:39:42,A070,Read a post in the announcements forum
116,07:52:18,A020,Viewed the feedback on the final exam
116,09:14:38,A017,Viewed the feedback on Homework 10 in English
116,09:19:55,A050,Started Homework 12 in Estonian
116,09:48:07,A040,Read a post in the announcements forum
116,09:56:23,A040,Started Homework 12 in English
116,10:11:32,A048,Viewed Week 12 lecture slides
116,10:11:34,A048,Viewed Week 12 study materials in English
116,10:11:38,A048,Watched Week 12 lecture recording
116,10:24:05,A056,Viewed the feedback on Homework 10 in English
116,10:25:44,A056,Viewed the feedback on Homework 10 in English
116,11:10:28,A020,Viewed the feedback on the final exam
116,11:24:59,A048,Viewed Week 12 study materials in Estonian
116,11:25:14,A048,Viewed Week 13 study materials in English
116,11:25:16,A048,Viewed Week 13 study materials in Estonian
116,11:25:21,A048,Viewed Week 10 study materials in Estonian
116,11:27:57,A048,Viewed Week 11 study materials in Estonian
116,11:36:33,A040,Viewed the feedback on Homework 11 in English
116,11:50:40,A018,Viewed the feedback on the final exam
116,11:53:26,A032,Viewed the feedback on Homework 10 in English
116,11:54:44,A095,Viewed the feedback on Homework 11 in Estonian
116,11:55:26,A068,Viewed the feedback on Homework 11 in Estonian
116,11:57:55,A015,Viewed the course information page
116,12:07:36,A037,Viewed the feedback on Homework 10 in Estonian
116,12:07:51,A037,Viewed the feedback on Homework 11 in Estonian
116,12:08:47,A048,Viewed Week 5 study materials in Estonian
116,12:08:48,A049,Viewed the feedback on Homework 11 in Estonian
116,12:09:54,A049,Viewed the feedback on Homework 10 in Estonian
116,12:12:37,A049,Viewed the feedback on Homework 11 in Estonian
116,12:12:41,A004,Viewed the feedback on Homework 11 in Estonian
116,12:13:22,A049,Viewed sample solutions of Homework 11
116,12:15:19,A068,Viewed the feedback on the final exam
116,12:22:16,A048,Viewed Week 8 study materials in Estonian
116,12:22:38,A048,Viewed Week 9 study materials in Estonian
116,12:22:48,A048,Viewed Week 10 study materials in Estonian
116,12:22:53,A027,Viewed the feedback on Homework 11 in English
116,12:23:50,A027,Viewed the course information page
116,12:25:31,A067,Watched Week 15 lecture recording
116,12:27:16,A067,Viewed Week 15 study materials in Estonian
116,12:42:58,A015,Viewed the course information page
116,12:43:24,A015,Viewed the course information page
116,12:43:36,A015,Viewed the course information page
116,12:45:20,A015,Viewed the feedback on the final exam
116,13:00:05,A048,Viewed Week 13 study materials in Estonian
116,13:01:59,A048,Viewed the feedback on Homework 10 in Estonian
116,13:02:06,A048,Viewed the feedback on Homework 9 in English
116,13:09:16,A048,Viewed the feedback on Homework 8 in Estonian
116,13:15:58,A100,Watched Week 1 lecture recording
116,13:22:43,A067,Viewed the course information page
116,14:06:28,A033,Started Homework 12 in English
116,14:08:05,A027,Viewed the feedback on Homework 11 in English
116,15:03:19,A100,Watched Week 2 lecture recording
116,15:48:28,A020,Viewed the feedback on the final exam
116,16:02:49,A017,Viewed Week 15 study materials in English
116,16:04:13,A017,Viewed Week 13 study materials in English
116,16:24:44,A024,Viewed the feedback on the midterm exam
116,16:24:44,A024,Viewed the feedback on the midterm exam
116,16:24:53,A024,Viewed the feedback on the final exam
116,16:25:00,A024,Viewed the feedback on the final exam
116,16:53:01,A035,Viewed the feedback on Homework 11 in Estonian
116,16:53:04,A017,Viewed Week 14 study materials in English
116,16:54:42,A038,Viewed the feedback on the final exam
116,16:54:46,A035,Viewed the course information page
116,16:55:50,A035,Viewed the course information page
116,16:56:54,A035,Read a post in the announcements forum
116,16:57:03,A035,Read a post in the announcements forum
116,16:57:13,A035,Read a post in the announcements forum
116,16:57:33,A035,Viewed the course information page
116,16:57:38,A035,Viewed the course information page
116,17:04:10,A038,Viewed the feedback on Homework 10 in English
116,17:05:33,A038,Viewed the feedback on Homework 11 in English
116,17:36:56,A050,Viewed the feedback on Homework 11 in Estonian
116,17:37:23,A050,Viewed the feedback on Homework 11 in Estonian
116,17:38:20,A048,Viewed sample solutions of Homework 9
116,17:40:31,A048,Viewed the feedback on Homework 9 in English
116,17:40:46,A048,Viewed the feedback on Homework 9 in English
116,17:44:02,A048,Viewed Week 13 study materials in English
116,17:44:14,A048,Viewed Week 12 study materials in English
116,17:45:01,A048,Viewed sample solutions of Homework 9
116,17:46:19,A048,Viewed Week 12 lecture slides
116,17:46:21,A048,Viewed Week 12 study materials in Estonian
116,17:55:24,A050,Viewed the feedback on Homework 11 in Estonian
116,18:29:57,A084,Started Homework 12 in Estonian
116,18:32:11,A084,Viewed the feedback on Homework 11 in Estonian
116,18:38:25,A048,Viewed the feedback on Homework 10 in Estonian
116,18:40:23,A048,Viewed Week 13 study materials in Estonian
116,18:43:29,A048,Viewed sample solutions of Homework 10
116,18:44:26,A048,Viewed sample solutions of Homework 10
116,18:44:57,A048,Viewed the feedback on Homework 10 in Estonian
116,18:49:45,A048,Viewed first final exam tasks after the exam in Estonian
116,18:49:45,A048,Viewed first final exam tasks after the exam in Estonian
116,18:49:46,A048,Viewed first final exam tasks after the exam in English
116,18:51:16,A048,Viewed first final exam tasks after the exam in Estonian
116,18:51:19,A048,Viewed sample solutions of the final exam
116,19:04:42,A068,Started Homework 12 in Estonian
116,20:01:41,A071,Started Homework 12 in English
116,20:01:59,A071,Viewed Week 15 study materials in English
116,20:12:51,A038,Viewed the feedback on Homework 11 in English
116,20:16:21,A068,Viewed the feedback on Homework 11 in Estonian
116,20:33:12,A029,Viewed the feedback on the final exam
116,20:55:06,A082,Viewed the feedback on Homework 11 in Estonian
116,21:00:49,A082,Viewed sample solutions of the final exam
116,21:28:50,A027,Viewed the feedback on Homework 11 in English
116,21:52:26,A028,Viewed the feedback on Homework 11 in English
116,21:52:33,A028,Viewed the feedback on Homework 10 in Estonian
116,21:53:31,A028,Viewed the feedback on Homework 5 in Estonian
116,22:11:21,A018,Viewed the feedback on Homework 10 in Estonian
116,22:11:39,A018,Viewed the feedback on the final exam
116,23:34:42,A061,Started Homework 12 in Estonian
116,23:36:38,A070,Viewed Week 15 study materials in Estonian
116,23:42:56,A080,Viewed the feedback on Homework 10 in English
116,23:49:12,A080,Viewed the feedback on Homework 10 in English
116,23:49:32,A033,Viewed the feedback on Homework 10 in English
116,23:56:20,A033,Viewed the feedback on Homework 11 in English
116,23:57:08,A033,Viewed sample solutions of the final exam
116,23:57:47,A033,Viewed the feedback on Homework 11 in English
117,00:02:45,A070,Viewed Week 14 study materials in Estonian
117,00:58:00,A028,Viewed the feedback on Homework 10 in Estonian
117,00:58:15,A028,Viewed sample solutions of Homework 10
117,00:58:42,A028,Viewed the feedback on Homework 10 in Estonian
117,01:07:41,A028,Viewed the feedback on Homework 4 in Estonian
117,01:25:55,A070,Viewed Week 14 study materials in Estonian
117,09:34:50,A023,Viewed the feedback on Homework 10 in Estonian
117,09:35:14,A023,Viewed the feedback on Homework 11 in Estonian
117,09:36:11,A023,Started Homework 12 in Estonian
117,09:36:56,A023,Viewed Week 15 study materials in Estonian
117,09:43:29,A023,Viewed Week 14 study materials in Estonian
117,10:08:05,A023,Read a post in the announcements forum
117,10:08:11,A023,Read a post in the announcements forum
117,10:15:29,A083,Started Homework 12 in Estonian
117,10:18:28,A023,Practiced submitting the homework in Estonian
117,10:36:02,A023,Practiced submitting the homework in Estonian
117,10:49:08,A023,Practiced submitting the homework in Estonian
117,10:57:11,A023,Practiced submitting the homework in Estonian
117,11:07:50,A023,Practiced submitting the homework in Estonian
117,11:07:52,A061,Viewed Week 14 lecture slides
117,11:12:42,A067,Viewed sample solutions of the final exam
117,11:13:46,A061,Viewed Week 14 study materials in Estonian
117,11:13:59,A061,Viewed Week 15 study materials in Estonian
117,11:16:59,A090,Viewed sample solutions of Homework 11
117,11:21:24,A061,Viewed Week 15 lecture slides
117,11:23:09,A004,Viewed the feedback on Homework 11 in Estonian
117,11:23:25,A090,Viewed the feedback on Homework 11 in Estonian
117,11:23:50,A023,Viewed the course information page
117,11:31:16,A023,Viewed the feedback on Homework 11 in Estonian
117,11:33:24,A023,Viewed the feedback on Homework 11 in Estonian
117,11:36:48,A090,Viewed Week 14 study materials in Estonian
117,11:38:58,A023,Practiced submitting the homework in Estonian
117,11:44:30,A092,Viewed Week 15 study materials in Estonian
117,11:45:37,A092,Viewed Week 14 study materials in Estonian
117,11:45:40,A080,Viewed the feedback on Homework 10 in English
117,11:49:38,A090,Viewed Week 15 study materials in Estonian
117,11:54:40,A092,Viewed Week 15 study materials in Estonian
117,11:56:00,A023,Practiced submitting the homework in Estonian
117,11:58:06,A061,Watched Week 15 lecture recording
117,11:59:14,A061,Viewed Week 15 lecture slides
117,11:59:31,A080,Viewed the feedback on Homework 11 in English
117,12:00:23,A080,Watched Week 15 lecture recording
117,12:03:58,A066,Viewed the feedback on Homework 10 in Estonian
117,12:06:26,A066,Viewed the feedback on Homework 10 in Estonian
117,12:11:14,A090,Viewed Week 14 study materials in Estonian
117,12:24:35,A061,Viewed Week 14 lecture slides
117,12:32:42,A066,Viewed sample solutions of Homework 10
117,12:32:43,A072,Viewed the course information page
117,12:33:00,A066,Viewed sample solutions of Homework 10
117,12:33:06,A066,Viewed the feedback on Homework 10 in Estonian
117,12:33:16,A072,Viewed the dictionary of terms
117,12:35:08,A049,Viewed Week 14 study materials in Estonian
117,12:35:18,A049,Viewed Week 15 study materials in Estonian
117,12:35:28,A092,Viewed Week 14 study materials in Estonian
117,12:35:51,A049,Viewed sample solutions of Homework 11
117,12:36:03,A044,Started Homework 12 in Estonian
117,12:36:05,A072,Viewed Week 1 lecture slides
117,12:36:22,A072,Viewed Week 15 study materials in English
117,12:36:25,A072,Viewed Week 15 study materials in Estonian
117,12:36:29,A092,Viewed Week 15 study materials in Estonian
117,12:42:21,A092,Viewed the feedback on Homework 11 in Estonian
117,12:44:23,A080,Viewed Week 15 study materials in English
117,12:44:40,A080,Viewed Week 14 study materials in English
117,12:49:52,A005,Viewed the feedback on the final exam
117,12:50:13,A023,Practiced submitting the homework in Estonian
117,12:51:32,A005,Viewed Week 15 study materials in Estonian
117,12:52:14,A023,Submitted Homework 12 in Estonian
117,12:52:48,A005,Viewed Week 14 study materials in Estonian
117,12:58:30,A005,Viewed first final exam tasks after the exam in Estonian
117,12:58:45,A005,Viewed the feedback on Homework 11 in Estonian
117,12:59:05,A005,Viewed the feedback on Homework 10 in Estonian
117,12:59:18,A005,Viewed Week 14 study materials in Estonian
117,13:01:03,A100,Watched Week 3 lecture recording
117,13:02:15,A066,Viewed past years' exams
117,13:02:21,A066,Viewed first final exam tasks after the exam in Estonian
117,13:12:55,A005,Viewed Week 15 study materials in Estonian
117,13:17:00,A092,Viewed Week 14 study materials in Estonian
117,13:19:28,A017,Viewed Week 15 study materials in English
117,13:20:07,A066,Started Homework 12 in English
117,13:23:10,A005,Viewed the feedback on Homework 11 in Estonian
117,13:27:35,A092,Submitted Homework 12 in Estonian
117,13:29:43,A005,Viewed Week 14 study materials in Estonian
117,13:29:54,A005,Viewed Week 13 study materials in Estonian
117,13:30:07,A005,Viewed Week 15 study materials in Estonian
117,14:02:10,A090,Viewed sample solutions of the final exam
117,14:02:23,A090,Viewed past years' exams
117,14:06:19,A082,Viewed sample solutions of Homework 8
117,14:06:35,A082,Viewed Week 12 study materials in Estonian
117,14:06:43,A082,Viewed sample solutions of Homework 9
117,14:07:29,A082,Viewed Week 13 study materials in Estonian
117,14:07:40,A082,Viewed sample solutions of Homework 10
117,14:07:49,A082,Viewed Week 14 study materials in Estonian
117,14:08:01,A082,Viewed sample solutions of Homework 11
117,14:08:14,A082,Viewed Week 15 study materials in Estonian
117,14:08:52,A082,Viewed sample solutions of the final exam
117,14:09:06,A082,Viewed Week 15 lecture slides
117,14:09:19,A082,Viewed Week 15 study materials in Estonian
117,14:09:19,A082,Watched past years' Week 15 lecture recording
117,14:18:53,A005,Viewed Week 15 study materials in Estonian
117,14:38:03,A080,Viewed the feedback on Homework 11 in English
117,14:38:20,A080,Started Homework 12 in English
117,14:43:26,A080,Viewed Week 15 lecture slides
117,14:43:29,A080,Viewed Week 15 study materials in English
117,14:43:59,A028,Viewed past years' exams
117,14:44:10,A028,Started Homework 12 in Estonian
117,14:46:40,A080,Viewed Week 14 study materials in English
117,14:46:45,A028,Viewed Week 15 lecture slides
117,14:46:47,A028,Viewed Week 15 study materials in English
117,14:47:06,A037,Started Homework 12 in Estonian
117,14:49:30,A005,Practiced submitting the homework in Estonian
117,15:02:01,A005,Practiced submitting the homework in Estonian
117,15:04:43,A028,Viewed the feedback on Homework 11 in Estonian
117,15:06:07,A028,Viewed Week 14 lecture slides
117,15:12:22,A028,Viewed Week 14 study materials in Estonian
117,15:14:51,A017,Viewed Week 15 study materials in English
117,15:14:57,A017,Viewed Week 14 study materials in English
117,15:19:30,A005,Viewed the feedback on Homework 11 in Estonian
117,15:21:56,A052,Viewed Week 15 study materials in Estonian
117,15:21:57,A052,Viewed Week 15 lecture slides
117,15:26:05,A083,Viewed past years' exams
117,15:26:06,A070,Viewed sample solutions of the final exam
117,15:26:24,A070,Viewed past years' exams
117,15:32:18,A028,Viewed Week 15 study materials in Estonian
117,15:36:05,A028,Viewed Week 14 study materials in Estonian
117,15:36:06,A028,Viewed Week 14 study materials in Estonian
